date,SO2_mod,SO2_mea,SO4_mod,SO4_mea,NH4_mod,NH4_mea,NO3_mod,NO3_mea,PM2.5_mod
3/11/19,0.154,0.057,0.123,0.221,0.039,,0.033,0.013,1.109
3/18/19,0.308,0.234,0.139,0.524,0.03,,0.019,0.014,4.917
3/25/19,0.31,0.301,0.198,0.639,0.037,,0.02,0.012,2.974
4/1/19,0.067,,0.143,,0.038,,0.026,,2.776
4/8/19,0.001,,0.037,,0.029,,0.027,,0.788
4/15/19,0,,0.037,,0.03,,0.018,,0.677
4/22/19,0.001,,0.054,,0.055,,0.036,,0.709
4/29/19,0.004,,0.059,,0.051,,0.042,,1.141
5/6/19,0.001,,0.054,,0.045,,0.044,,0.857
5/13/19,0,,0.039,,0.033,,0.032,,0.539
5/20/19,0,,0.03,,0.026,,0.032,,0.538
5/27/19,0,,0.049,,0.041,,0.048,,0.992
6/3/19,0,,0.042,,0.026,,0.028,,0.587
6/10/19,0,,0.037,,0.032,,0.033,,0.677
6/17/19,0,0.005,0.019,0.042,0.016,,0.024,0.014,0.423
6/24/19,0,0.003,0.034,0.027,0.028,,0.029,0.004,3.5
7/1/19,0,,0.085,,0.042,,0.046,,0.947
7/8/19,0,0.004,0.032,0.04,0.028,,0.048,0.009,0.9
7/15/19,0,0.004,0.022,0.029,0.018,,0.043,0.006,0.588
7/22/19,0,0.006,0.015,0.057,0.013,,0.044,0.012,0.567
7/29/19,0,,0.018,,0.016,,0.033,,0.542
8/5/19,0,,0.046,,0.04,,0.088,,2.122
8/12/19,0,0.004,0.012,0.018,0.01,,0.024,0.007,0.873
8/19/19,0,0.004,0.023,0.038,0.017,,0.019,0.005,0.429
8/26/19,0,0.007,0.022,0.048,0.018,,0.023,0.013,0.613
9/2/19,0,0.002,0.011,0.034,0.009,,0.014,0.008,0.287
9/9/19,0,0.003,0.018,0.018,0.014,,0.013,0.007,2.334
9/16/19,0,0.005,0.014,0.022,0.011,,0.023,0.007,0.484
9/23/19,0,0.005,0.02,0.032,0.016,,0.016,0.009,0.268
9/30/19,0,,0.023,,0.019,,0.027,,0.282
10/7/19,0,0.004,0.039,0.032,0.039,,0.028,0.006,0.599
10/14/19,0.002,0.003,0.017,0.031,0.011,,0.014,0.004,0.658
10/21/19,0.006,0.006,0.032,0.045,0.021,,0.018,0.008,1.766
10/28/19,0.033,0.001,0.046,0.041,0.019,,0.03,0.005,0.493
11/4/19,0.012,0.001,0.047,0.03,0.028,,0.041,0.006,0.452
11/11/19,0.008,0.001,0.02,0.019,0.015,,0.028,0.007,0.645
11/18/19,0.004,0.002,0.018,0.019,0.015,,0.03,0.013,0.362
11/25/19,0.033,,0.033,,0.017,,0.032,,0.596
12/2/19,0.456,0.102,0.117,0.224,0.05,,0.063,0.017,2.799
12/9/19,0.928,0.537,0.197,0.782,0.041,,0.056,0.027,3.569
12/16/19,0.257,0.064,0.088,0.182,0.04,,0.068,0.005,1.028
12/23/19,0.125,0.009,0.078,0.097,0.053,,0.076,0.007,0.943
12/30/19,0.106,0.073,0.048,0.181,0.029,,0.033,0.02,1.514
1/6/20,0.84,0.234,0.19,0.649,0.067,,0.078,0.024,4.369
1/13/20,0.543,,0.108,,0.036,,0.045,,0.902
1/20/20,1.071,0.178,0.145,0.349,0.041,,0.06,0.013,2.115
1/27/20,0.212,0.129,0.057,0.319,0.024,,0.036,0.006,0.753
2/3/20,0.618,0.17,0.124,0.388,0.033,,0.038,0.022,3.436
2/10/20,0.426,0.262,0.14,0.534,0.041,,0.039,0.025,2.987
2/17/20,0.433,0.289,0.15,0.555,0.032,,0.033,0.022,2.145
2/24/20,0.353,0.164,0.164,0.463,0.055,,0.037,0.018,3.335
3/2/20,0.145,0.084,0.102,0.296,0.032,,0.028,0.006,1.17
3/9/20,0.167,,0.143,,0.039,,0.025,,6.236
3/16/20,0.049,,0.112,,0.049,,0.039,,3.093
3/23/20,0.119,0.068,0.102,0.227,0.028,,0.026,0.017,2.373
3/30/20,0.082,0.037,0.137,0.205,0.039,,0.029,0.022,9.045
4/6/20,0.002,0.015,0.08,0.214,0.054,,0.048,0.035,2.33
4/13/20,0.001,0.013,0.062,0.161,0.03,,0.019,0.022,2.736
4/20/20,0.002,0.019,0.081,0.211,0.051,,0.031,0.016,1.137
4/27/20,0,0.004,0.047,0.162,0.023,,0.019,0.024,0.744
5/4/20,0,,0.033,,0.023,,0.019,,3.164
5/11/20,0.015,0.002,0.163,0.203,0.025,,0.036,0.033,7.485
5/18/20,0,0.001,0.031,0.053,0.026,,0.035,0.009,0.421
5/25/20,0,0.003,0.01,0.033,0.007,,0.012,0.009,0.345
6/1/20,0,0.001,0.013,0.033,0.011,,0.017,0.014,0.259
6/8/20,0,0.001,0.013,0.021,0.011,,0.016,0.007,0.354
6/15/20,0,0.002,0.029,0.05,0.025,,0.035,0.01,0.709
6/22/20,0,0.005,0.029,0.05,0.025,,0.049,0.008,0.568
6/29/20,0,0.005,0.034,0.026,0.018,,0.025,0.007,0.488
7/6/20,0,0.002,0.051,0.016,0.041,,0.047,0.004,0.958
7/13/20,0,0.006,0.018,0.026,0.014,,0.027,0.007,0.359
7/20/20,0,0.006,0.052,0.062,0.04,,0.059,0.008,0.913
7/27/20,0,0.01,0.034,0.077,0.029,,0.058,0.006,0.684
8/3/20,0.005,0.005,0.112,0.074,0.04,,0.05,0.009,1.116
8/10/20,0,0.007,0.024,0.034,0.013,,0.023,0.01,1.174
8/17/20,0,0.004,0.032,0.027,0.018,,0.03,0.005,0.631
8/24/20,0,,0.01,,0.005,,0.009,,0.955
8/31/20,0,,0.01,,0.006,,0.009,,0.363
9/7/20,0,0.002,0.019,0.023,0.013,,0.014,0.012,0.382
9/14/20,0,0.002,0.017,0.026,0.014,,0.017,0.01,0.45
9/21/20,0,0.001,0.018,0.027,0.011,,0.014,0.009,2.103
9/28/20,0.001,0.003,0.038,0.037,0.02,,0.02,0.01,0.595
10/5/20,0,0.002,0.051,0.033,0.043,,0.047,0.013,0.662
10/12/20,0.018,0.003,0.043,0.027,0.026,,0.028,0.005,0.983
10/19/20,0.022,0.01,0.044,0.04,0.021,,0.026,0.004,0.468
10/26/20,0.001,0.001,0.024,0.019,0.022,,0.032,0.006,0.329
11/2/20,0.012,0.001,0.034,0.019,0.018,,0.022,0.009,2.146
11/9/20,0.033,0.003,0.041,0.036,0.017,,0.015,0.01,2.066
11/16/20,0.023,0.005,0.028,0.04,0.019,,0.025,0.013,1.054
11/23/20,0.096,,0.05,,0.019,,0.021,,2.578
11/30/20,0.109,0.054,0.056,0.196,0.024,,0.027,0.022,1.687
12/7/20,0.017,0.045,0.022,0.1,0.016,,0.023,0.013,0.656
12/14/20,0.108,0.257,0.05,0.434,0.032,,0.033,0.019,1.025
12/21/20,0.095,0.007,0.046,0.055,0.029,,0.055,0.015,1.985
12/28/20,0.111,0.026,0.064,0.092,0.022,,0.04,0.019,0.761
1/4/21,0.021,0.017,0.03,0.09,0.022,,0.041,0.013,3.615
1/11/21,0.054,0.106,0.031,0.255,0.019,,0.023,0.02,1.581
1/18/21,0.328,,0.074,,0.024,,0.025,,3.086
1/25/21,0.31,0.002,0.077,0.04,0.019,,0.025,0.008,2.22
2/1/21,1.4,0.002,0.245,0.07,0.045,,0.054,0.01,2.676
2/8/21,0.276,0.002,0.093,0.069,0.038,,0.046,0.013,4.527
2/15/21,0.073,0.002,0.059,0.029,0.027,,0.039,0.011,0.921
2/22/21,0.066,0.002,0.052,0.045,0.027,,0.039,0.014,0.836
3/1/21,0.584,0.01,0.131,0.09,0.056,,0.046,0.014,3.51
3/8/21,0.582,0.029,0.165,0.207,0.043,,0.036,0.019,2.476
3/15/21,0.463,0.056,0.151,0.286,0.035,,0.025,0.015,2.513
3/22/21,0.352,0.068,0.188,0.363,0.048,,0.03,0.026,4.105
3/29/21,0.252,0.027,0.158,0.249,0.036,,0.022,0.019,4.896
4/5/21,0.05,0.022,0.149,0.288,0.05,,0.032,0.033,2.282
4/12/21,0.095,0.006,0.142,0.256,0.028,,0.02,0.035,1.828
4/19/21,0.019,0.008,0.125,0.174,0.044,,0.029,0.028,2.094
4/26/21,0.001,0.034,0.061,0.113,0.053,,0.043,0.021,0.859
5/3/21,0,0.002,0.067,0.101,0.068,,0.039,0.031,0.998
5/10/21,0,0.002,0.063,0.124,0.06,,0.029,0.013,0.725
5/17/21,0,0.001,0.035,0.106,0.031,,0.029,0.011,0.732
5/24/21,0,0.004,0.05,0.136,0.044,,0.034,0.008,0.618
5/31/21,0,0.004,0.015,0.096,0.013,,0.014,0.007,0.35
6/7/21,0,0.001,0.05,0.046,0.016,,0.015,0.004,1.367
6/14/21,0,0.001,0.032,0.058,0.027,,0.032,0.008,0.657
6/21/21,0,0.003,0.036,0.037,0.026,,0.023,0.009,0.648
6/28/21,0,0.004,0.011,0.035,0.008,,0.013,0.006,0.294
7/5/21,0,,0.014,,0.01,,0.023,,0.499
7/12/21,0,,0.016,,0.014,,0.027,,0.994
7/19/21,0,,0.016,,0.013,,0.04,,0.516
7/26/21,0,,0.029,,0.025,,0.046,,1.277
8/2/21,0,,0.028,,0.019,,0.03,,0.499
8/9/21,0,,0.028,,0.025,,0.048,,0.882
8/16/21,0,,0.038,,0.035,,0.056,,1.623
8/23/21,0,,0.027,,0.024,,0.049,,1.117
8/30/21,0,,0.016,,0.014,,0.031,,0.571
9/6/21,0,,0.029,,0.012,,0.017,,0.441
9/13/21,0.001,,0.024,,0.01,,0.01,,0.778
9/20/21,0,,0.022,,0.018,,0.02,,1.794
9/27/21,0,,0.016,,0.014,,0.018,,0.543
10/4/21,0,,0.023,,0.02,,0.02,,0.888
10/11/21,0.004,,0.031,,0.012,,0.019,,0.43
10/18/21,0.003,,0.026,,0.015,,0.017,,1.727
10/25/21,0.004,,0.019,,0.012,,0.013,,0.855
11/1/21,0.005,,0.023,,0.015,,0.017,,3.183
11/8/21,0.149,,0.06,,0.025,,0.035,,2.147
11/15/21,1.059,,0.162,,0.031,,0.049,,1.749
11/22/21,0.74,,0.158,,0.04,,0.064,,1.289
11/29/21,0.105,,0.066,,0.04,,0.05,,2.02
12/6/21,0.017,,0.013,,0.009,,0.026,,0.772
12/13/21,0.038,,0.023,,0.015,,0.049,,0.804
12/20/21,1.149,,0.122,,0.029,,0.05,,1.064
